cik,company_name,fiscal_period,fiscal_year,filing_date,is_basic_earnings_per_share_unit,is_basic_earnings_per_share_value,is_cost_of_revenue_unit,is_cost_of_revenue_value,is_gross_profit_unit,is_gross_profit_value,is_operating_expenses_unit,is_operating_expenses_value,is_revenues_unit,is_revenues_value,ci_comprehensive_income_loss_unit,ci_comprehensive_income_loss_value,ci_comprehensive_income_loss_attributable_to_parent_unit,ci_comprehensive_income_loss_attributable_to_parent_value,ci_other_comprehensive_income_loss_unit,ci_other_comprehensive_income_loss_value,cfs_exchange_gains_losses_unit,cfs_exchange_gains_losses_value,cfs_net_cash_flow_unit,cfs_net_cash_flow_value,cfs_net_cash_flow_from_financing_activities_unit,cfs_net_cash_flow_from_financing_activities_value,bs_assets_unit,bs_assets_value,bs_current_assets_unit,bs_current_assets_value,bs_liabilities_and_equity_unit,bs_liabilities_and_equity_value,bs_fixed_assets_unit,bs_fixed_assets_value,bs_equity_attributable_to_noncontrolling_interest_unit,bs_equity_attributable_to_noncontrolling_interest_value,bs_noncurrent_assets_unit,bs_noncurrent_assets_value,bs_liabilities_unit,bs_liabilities_value,bs_other_than_fixed_noncurrent_assets_unit,bs_other_than_fixed_noncurrent_assets_value,bs_equity_attributable_to_parent_unit,bs_equity_attributable_to_parent_value,bs_noncurrent_liabilities_unit,bs_noncurrent_liabilities_value,bs_current_liabilities_unit,bs_current_liabilities_value,bs_equity_unit,bs_equity_value,cfs_net_cash_flow_from_op_and_inv
0001124796,"NLIGHT, INC.",Q1,2023,2023-05-05,USD / shares,-0.17,USD,39828000.0,USD,14263000.0,USD,22470000.0,USD,54091000.0,USD,-7147000.0,USD,-7147000.0,USD,-7147000.0,USD,17000.0,USD,-9423000.0,USD,-39000.0,USD,329764000.0,USD,233251000.0,USD,329764000.0,USD,58978000.0,USD,0.0,USD,96513000.0,USD,60602000.0,USD,37535000.0,USD,269162000.0,USD,0.0,USD,36739000.0,USD,269162000.0,-9384000.0
0001325702,MAGNACHIP SEMICONDUCTOR Corp,Q2,2023,2023-08-08,USD / shares,-0.09,USD,47441000.0,USD,13538000.0,USD,24194000.0,USD,60979000.0,USD,-5364000.0,USD,-5364000.0,USD,-5364000.0,USD,-1840000.0,USD,-39131000.0,USD,-24702000.0,USD,443735000.0,USD,274541000.0,USD,443735000.0,USD,101067000.0,USD,0.0,USD,169194000.0,USD,79443000.0,USD,68127000.0,USD,364292000.0,USD,33805000.0,USD,45638000.0,USD,364292000.0,-14429000.0
0001325702,MAGNACHIP SEMICONDUCTOR Corp,Q1,2023,2023-05-08,USD / shares,-0.49,USD,44911000.0,USD,12094000.0,USD,33912000.0,USD,57005000.0,USD,-23910000.0,USD,-23910000.0,USD,-2440000.0,USD,-5253000.0,USD,-13392000.0,USD,-12405000.0,USD,487844000.0,USD,314915000.0,USD,487844000.0,USD,104568000.0,USD,0.0,USD,172929000.0,USD,94491000.0,USD,68361000.0,USD,393353000.0,USD,0.0,USD,53291000.0,USD,393353000.0,-987000.0
0000724910,NVE CORP /NEW/,Q1,2024,2023-07-19,USD / shares,0.91,USD,2079623.0,USD,6751791.0,USD,1383547.0,USD,8831414.0,USD,4169029.0,USD,4169029.0,USD,-234701.0,,,USD,-229963.0,USD,-4713299.0,USD,68119098.0,USD,26010039.0,USD,68119098.0,,,USD,0.0,USD,1272547.0,USD,1573330.0,USD,1272547.0,USD,66545768.0,USD,301866.0,USD,1271464.0,USD,66545768.0,4483336.0
0000724910,NVE CORP /NEW/,FY,2023,2023-05-03,USD / shares,4.7,USD,8062311.0,USD,30191281.0,USD,4547099.0,USD,38253592.0,USD,21798720.0,USD,21798720.0,USD,-895738.0,,,USD,-8779614.0,USD,-19344004.0,USD,69255170.0,USD,30786804.0,USD,69255170.0,,,USD,0.0,USD,1345438.0,USD,2175668.0,USD,1345438.0,USD,67079502.0,USD,342908.0,USD,1832760.0,USD,67079502.0,10564390.0
0001036262,INTEST CORP,Q2,2023,2023-08-10,USD / shares,0.25,USD,17528000.0,USD,15030000.0,USD,11686000.0,USD,32558000.0,USD,2974000.0,USD,2974000.0,USD,2974000.0,,,USD,21439000.0,USD,18956000.0,USD,132857000.0,USD,83581000.0,USD,132857000.0,USD,3218000.0,USD,0.0,USD,49276000.0,USD,40793000.0,USD,46058000.0,USD,92064000.0,USD,15425000.0,USD,25368000.0,USD,92064000.0,2483000.0
0001036262,INTEST CORP,Q1,2023,2023-05-11,USD / shares,0.26,USD,16867000.0,USD,15052000.0,USD,11534000.0,USD,31919000.0,USD,2817000.0,USD,2888000.0,USD,0.0,,,USD,1297000.0,USD,-853000.0,USD,113516000.0,USD,63869000.0,USD,113516000.0,USD,3207000.0,USD,0.0,USD,49647000.0,USD,45018000.0,USD,46440000.0,USD,68498000.0,USD,0.0,USD,28196000.0,USD,68498000.0,2150000.0
0001667011,"Arteris, Inc.",Q2,2023,2023-08-03,USD / shares,-0.26,USD,1225000.0,USD,13509000.0,USD,22192000.0,USD,14734000.0,USD,-9243000.0,USD,-9243000.0,USD,-9243000.0,,,USD,-1783000.0,USD,-178000.0,USD,106826000.0,USD,70412000.0,USD,106826000.0,USD,5171000.0,USD,0.0,USD,36414000.0,USD,79906000.0,USD,31243000.0,USD,26920000.0,USD,36168000.0,USD,43738000.0,USD,26920000.0,-1605000.0
0001667011,"Arteris, Inc.",Q1,2023,2023-05-04,USD / shares,-0.26,USD,1124000.0,USD,12030000.0,USD,20787000.0,USD,13154000.0,USD,-8999000.0,USD,-8999000.0,USD,-8999000.0,,,USD,-8918000.0,USD,-950000.0,USD,107293000.0,USD,75777000.0,USD,107293000.0,USD,3313000.0,USD,0.0,USD,31516000.0,USD,75525000.0,USD,28203000.0,USD,31768000.0,USD,0.0,USD,40942000.0,USD,31768000.0,-7968000.0
0001438423,EVERSPIN TECHNOLOGIES INC,Q2,2023,2023-08-03,USD / shares,0.19,USD,6554000.0,USD,9193000.0,USD,7570000.0,USD,15747000.0,USD,3885000.0,USD,3885000.0,USD,0.0,,,USD,6619000.0,USD,329000.0,USD,57270000.0,USD,47612000.0,USD,57270000.0,USD,3522000.0,USD,0.0,USD,9658000.0,USD,11198000.0,USD,6136000.0,USD,46072000.0,USD,5205000.0,USD,5993000.0,USD,46072000.0,6290000.0
0001438423,EVERSPIN TECHNOLOGIES INC,Q1,2023,2023-05-04,USD / shares,0.04,USD,6416000.0,USD,8430000.0,USD,7734000.0,USD,14846000.0,USD,761000.0,USD,761000.0,USD,0.0,,,USD,-2584000.0,USD,-2777000.0,USD,52359000.0,USD,42184000.0,USD,52359000.0,USD,3754000.0,USD,0.0,USD,10175000.0,USD,11761000.0,USD,6421000.0,USD,40598000.0,USD,0.0,USD,6259000.0,USD,40598000.0,193000.0
0001040161,"PIXELWORKS, INC",Q2,2023,2023-08-08,USD / shares,-0.11,USD,8121000.0,USD,5484000.0,USD,11975000.0,USD,13605000.0,USD,-3791000.0,USD,-3684000.0,USD,2353000.0,,,USD,-8364000.0,USD,-324000.0,USD,104043000.0,USD,70122000.0,USD,104043000.0,USD,7191000.0,USD,24251000.0,USD,33921000.0,USD,30494000.0,USD,26730000.0,USD,21590000.0,USD,19614000.0,USD,10880000.0,USD,45841000.0,-8040000.0
0001040161,"PIXELWORKS, INC",Q1,2023,2023-05-09,USD / shares,-0.17,USD,5599000.0,USD,4367000.0,USD,14738000.0,USD,9966000.0,USD,-10067000.0,USD,-9729000.0,USD,0.0,,,USD,6020000.0,USD,14530000.0,USD,109797000.0,USD,75578000.0,USD,109797000.0,USD,7425000.0,USD,25134000.0,USD,34219000.0,USD,31363000.0,USD,26794000.0,USD,24015000.0,USD,0.0,USD,10842000.0,USD,49149000.0,-8510000.0
0001158114,"APPLIED OPTOELECTRONICS, INC.",Q2,2023,2023-08-03,USD / shares,-0.57,USD,33717000.0,USD,7898000.0,USD,23863000.0,USD,41615000.0,USD,-22237000.0,USD,-22237000.0,USD,-22237000.0,,,USD,1257000.0,USD,-12874000.0,USD,356877000.0,USD,144546000.0,USD,356877000.0,USD,197879000.0,USD,0.0,USD,212331000.0,USD,193618000.0,USD,14452000.0,USD,163259000.0,USD,6148000.0,USD,187470000.0,USD,163259000.0,14131000.0
0001158114,"APPLIED OPTOELECTRONICS, INC.",Q1,2023,2023-05-04,USD / shares,-0.56,USD,43786000.0,USD,9244000.0,USD,23411000.0,USD,53030000.0,USD,-14652000.0,USD,-14652000.0,USD,-14652000.0,,,USD,-9085000.0,USD,1088000.0,USD,383551000.0,USD,161529000.0,USD,383551000.0,USD,207171000.0,USD,0.0,USD,222022000.0,USD,210914000.0,USD,14851000.0,USD,172638000.0,USD,0.0,USD,205607000.0,USD,172638000.0,-10173000.0
0000882508,QUICKLOGIC Corp,Q2,2023,2023-08-16,USD / shares,-0.17,USD,1718000.0,USD,1203000.0,USD,3429000.0,USD,2921000.0,USD,-2269000.0,USD,-2269000.0,USD,0.0,,,USD,-337000.0,USD,-25000.0,USD,34376000.0,USD,28015000.0,USD,34376000.0,USD,2183000.0,USD,0.0,USD,6361000.0,USD,22201000.0,USD,4178000.0,USD,12175000.0,USD,622000.0,USD,21579000.0,USD,12175000.0,-312000.0
0000882508,QUICKLOGIC Corp,Q1,2023,2023-05-17,USD / shares,-0.09,USD,1743000.0,USD,2390000.0,USD,3490000.0,USD,4133000.0,USD,-1228000.0,USD,-1228000.0,USD,0.0,,,USD,1701000.0,USD,2151000.0,USD,34736000.0,USD,29881000.0,USD,34736000.0,USD,442000.0,USD,0.0,USD,4855000.0,USD,21061000.0,USD,4413000.0,USD,13675000.0,USD,0.0,USD,20275000.0,USD,13675000.0,-450000.0
0000808326,EMCORE CORP,Q3,2023,2023-08-09,USD / shares,-0.18,USD,23198000.0,USD,3500000.0,USD,13461000.0,USD,26698000.0,USD,-9991000.0,USD,-9991000.0,USD,-9991000.0,USD,-22000.0,USD,-4631000.0,USD,-489000.0,USD,172053000.0,USD,84468000.0,USD,172053000.0,USD,24388000.0,USD,0.0,USD,87585000.0,USD,66666000.0,USD,63197000.0,USD,105387000.0,USD,39776000.0,USD,26890000.0,USD,105387000.0,-4142000.0
0000808326,EMCORE CORP,Q2,2023,2023-05-10,USD / shares,-0.27,USD,23109000.0,USD,3711000.0,USD,15755000.0,USD,26820000.0,USD,-12220000.0,USD,-12220000.0,USD,-12220000.0,USD,5000.0,USD,656000.0,USD,15187000.0,USD,188071000.0,USD,100730000.0,USD,188071000.0,USD,26325000.0,USD,0.0,USD,87341000.0,USD,74466000.0,USD,61016000.0,USD,113605000.0,USD,40702000.0,USD,33764000.0,USD,113605000.0,-14531000.0
0001126741,GSI TECHNOLOGY INC,Q1,2024,2023-08-08,USD / shares,-0.21,USD,2518000.0,USD,3069000.0,USD,8208000.0,USD,5587000.0,USD,-5083000.0,USD,-5083000.0,USD,27000.0,,,USD,-365000.0,USD,1473000.0,USD,56526000.0,USD,38307000.0,USD,56526000.0,USD,7214000.0,USD,0.0,USD,18219000.0,USD,7944000.0,USD,11005000.0,USD,48582000.0,USD,1693000.0,USD,6251000.0,USD,48582000.0,-1838000.0
0001126741,GSI TECHNOLOGY INC,FY,2023,2023-06-28,USD / shares,-0.65,USD,12010000.0,USD,17681000.0,USD,33488000.0,USD,29691000.0,USD,-15950000.0,USD,-15950000.0,USD,27000.0,,,USD,-9759000.0,USD,402000.0,USD,59876000.0,USD,41875000.0,USD,59876000.0,USD,7423000.0,USD,0.0,USD,18001000.0,USD,8504000.0,USD,10578000.0,USD,51372000.0,USD,1302000.0,USD,7202000.0,USD,51372000.0,-10161000.0
0001852117,Rockley Photonics Holdings Ltd,TTM,2022,2023-05-15,USD / shares,-1.72,USD,8461000.0,USD,-5213000.0,USD,164627000.0,USD,3248000.0,USD,-224040000.0,USD,-224040000.0,USD,0.0,,,USD,-13800000.0,USD,71752000.0,USD,83586000.0,USD,62449000.0,USD,83586000.0,USD,9183000.0,USD,0.0,USD,21137000.0,USD,182940000.0,USD,11954000.0,USD,-99354000.0,USD,4097000.0,USD,178843000.0,USD,-99354000.0,-85552000.0
0001852117,Rockley Photonics Holdings Ltd,FY,2022,2023-05-15,USD / shares,-1.72,USD,8461000.0,USD,-5213000.0,USD,164627000.0,USD,3248000.0,USD,-224040000.0,USD,-224040000.0,USD,0.0,,,USD,-13800000.0,USD,71752000.0,USD,83586000.0,USD,62449000.0,USD,83586000.0,USD,9183000.0,USD,0.0,USD,21137000.0,USD,182940000.0,USD,11954000.0,USD,-99354000.0,USD,4097000.0,USD,178843000.0,USD,-99354000.0,-85552000.0
0001333822,SemiLEDs Corp,Q3,2023,2023-07-07,USD / shares,-0.15,USD,1438000.0,USD,241000.0,USD,1222000.0,USD,1679000.0,USD,-789000.0,USD,-789000.0,USD,-33000.0,USD,-9000.0,USD,-819000.0,USD,-114000.0,USD,14583000.0,USD,8470000.0,USD,14583000.0,USD,3360000.0,USD,44000.0,USD,6113000.0,USD,12553000.0,USD,2753000.0,USD,1986000.0,USD,2805000.0,USD,9748000.0,USD,2030000.0,-705000.0
0000890394,Peraso Inc.,Q2,2023,2023-08-14,USD / shares,-0.17,USD,1795000.0,USD,608000.0,USD,5645000.0,USD,2403000.0,USD,-4079000.0,USD,-4079000.0,USD,-4079000.0,,,USD,1341000.0,USD,3508000.0,USD,17950000.0,USD,10126000.0,USD,17950000.0,USD,1850000.0,USD,0.0,USD,7824000.0,USD,6909000.0,USD,5974000.0,USD,11041000.0,USD,3967000.0,USD,2942000.0,USD,11041000.0,-2167000.0
0000890394,Peraso Inc.,Q1,2023,2023-05-15,USD / shares,-0.15,USD,3106000.0,USD,1927000.0,USD,5723000.0,USD,5033000.0,USD,-3148000.0,USD,-3134000.0,USD,0.0,,,USD,-1023000.0,USD,-25000.0,USD,18808000.0,USD,9868000.0,USD,18808000.0,USD,2078000.0,USD,0.0,USD,8940000.0,USD,5378000.0,USD,6862000.0,USD,13430000.0,USD,0.0,USD,3553000.0,USD,13430000.0,-998000.0
0001682149,"WISA TECHNOLOGIES, INC.",Q2,2023,2023-08-14,USD / shares,-1.2,USD,626000.0,USD,-201000.0,USD,4492000.0,USD,425000.0,USD,-5326000.0,USD,-5326000.0,USD,0.0,,,USD,-3252000.0,USD,1258000.0,USD,8931000.0,USD,8151000.0,USD,8931000.0,USD,92000.0,USD,0.0,USD,780000.0,USD,3070000.0,USD,688000.0,USD,5861000.0,USD,1161000.0,USD,1909000.0,USD,5861000.0,-4510000.0
0001682149,"WISA TECHNOLOGIES, INC.",Q1,2023,2023-05-15,USD / shares,-0.53,USD,1722000.0,USD,-1253000.0,USD,4549000.0,USD,469000.0,USD,-921000.0,USD,-921000.0,USD,0.0,,,USD,2362000.0,USD,6994000.0,USD,12577000.0,USD,12296000.0,USD,12577000.0,USD,155000.0,USD,0.0,USD,281000.0,USD,4814000.0,USD,126000.0,USD,7763000.0,USD,0.0,USD,3242000.0,USD,7763000.0,-4632000.0
0000006951,APPLIED MATERIALS INC /DE,Q2,2023,2023-05-26,USD / shares,1.87,USD,3536000000.0,USD,3094000000.0,USD,1183000000.0,USD,6630000000.0,USD,1575000000.0,USD,1575000000.0,USD,1575000000.0,,,USD,1042000000.0,USD,-928000000.0,USD,29092000000.0,USD,17773000000.0,USD,29092000000.0,USD,2559000000.0,USD,0.0,USD,11319000000.0,USD,14963000000.0,USD,8760000000.0,USD,14129000000.0,USD,7092000000.0,USD,7871000000.0,USD,14129000000.0,1970000000.0
0000707549,LAM RESEARCH CORP,TTM,2023,2023-08-15,USD / shares,33.3,USD,9651591000.0,USD,7776925000.0,USD,2602065000.0,USD,17428516000.0,USD,4520207000.0,USD,4520207000.0,USD,9276000.0,USD,128000.0,USD,1813837000.0,USD,-2830667000.0,USD,18781643000.0,USD,13228412000.0,USD,18781643000.0,USD,1802951000.0,USD,0.0,USD,5553231000.0,USD,10571471000.0,USD,3750280000.0,USD,8210172000.0,USD,6386553000.0,USD,4184918000.0,USD,8210172000.0,4644504000.0
0000707549,LAM RESEARCH CORP,FY,2023,2023-08-15,USD / shares,33.3,USD,9651591000.0,USD,7776925000.0,USD,2602065000.0,USD,17428516000.0,USD,4520207000.0,USD,4520207000.0,USD,9276000.0,USD,128000.0,USD,1813837000.0,USD,-2830667000.0,USD,18781643000.0,USD,13228412000.0,USD,18781643000.0,USD,1802951000.0,USD,0.0,USD,5553231000.0,USD,10571471000.0,USD,3750280000.0,USD,8210172000.0,USD,6386553000.0,USD,4184918000.0,USD,8210172000.0,4644504000.0
0000319201,KLA CORP,TTM,2023,2023-08-04,USD / shares,24.28,USD,4218307000.0,USD,6277749000.0,USD,2488559000.0,USD,10496056000.0,USD,3378481000.0,USD,3378407000.0,USD,-8870000.0,USD,-13988000.0,USD,342957000.0,USD,-2830289000.0,USD,14072357000.0,USD,8372032000.0,USD,14072357000.0,USD,1031841000.0,USD,0.0,USD,5700325000.0,USD,11152604000.0,USD,4668484000.0,USD,2919753000.0,USD,7409762000.0,USD,3742842000.0,USD,2919753000.0,3173246000.0
0000319201,KLA CORP,FY,2023,2023-08-04,USD / shares,24.28,USD,4218307000.0,USD,6277749000.0,USD,2488559000.0,USD,10496056000.0,USD,3378481000.0,USD,3378407000.0,USD,-8870000.0,USD,-13988000.0,USD,342957000.0,USD,-2830289000.0,USD,14072357000.0,USD,8372032000.0,USD,14072357000.0,USD,1031841000.0,USD,0.0,USD,5700325000.0,USD,11152604000.0,USD,4668484000.0,USD,2919753000.0,USD,7409762000.0,USD,3742842000.0,USD,2919753000.0,3173246000.0
0000097210,"TERADYNE, INC",Q2,2023,2023-08-04,USD / shares,0.78,USD,281945000.0,USD,402492000.0,USD,262584000.0,USD,684437000.0,USD,126044000.0,USD,126044000.0,USD,5994000.0,,,USD,-37750000.0,USD,-153695000.0,USD,3394896000.0,USD,2123840000.0,USD,3394896000.0,USD,437077000.0,USD,0.0,USD,1271056000.0,USD,960013000.0,USD,833979000.0,USD,2434883000.0,USD,290228000.0,USD,669785000.0,USD,2434883000.0,115945000.0
0000097210,"TERADYNE, INC",Q1,2023,2023-05-05,USD / shares,0.54,USD,261109000.0,USD,356420000.0,USD,263556000.0,USD,617529000.0,USD,96933000.0,USD,96933000.0,USD,13402000.0,,,USD,-205028000.0,USD,-129501000.0,USD,3383407000.0,USD,2111976000.0,USD,3383407000.0,USD,432381000.0,USD,0.0,USD,1271431000.0,USD,933945000.0,USD,839050000.0,USD,2449462000.0,USD,0.0,USD,628092000.0,USD,2449462000.0,-75527000.0
0001101302,ENTEGRIS INC,Q2,2023,2023-08-03,USD / shares,1.32,USD,516834000.0,USD,384166000.0,USD,116552000.0,USD,901000000.0,USD,169351000.0,USD,169351000.0,USD,169351000.0,USD,-11149000.0,USD,-142015000.0,USD,-312101000.0,USD,9913024000.0,USD,2968548000.0,USD,9913024000.0,USD,1364760000.0,USD,0.0,USD,6944476000.0,USD,6560819000.0,USD,5579716000.0,USD,3352205000.0,USD,5914530000.0,USD,646289000.0,USD,3352205000.0,170086000.0
0001101302,ENTEGRIS INC,Q1,2023,2023-05-11,USD / shares,-0.59,USD,520711000.0,USD,401685000.0,USD,388219000.0,USD,922396000.0,USD,-88166000.0,USD,-74350000.0,USD,0.0,USD,561000.0,USD,145593000.0,USD,-6482000.0,USD,10067087000.0,USD,2457047000.0,USD,10067087000.0,USD,1464420000.0,USD,0.0,USD,7610040000.0,USD,-3168223000.0,USD,6145620000.0,USD,3168223000.0,USD,0.0,USD,781623000.0,USD,3168223000.0,152075000.0
0001005284,UNIVERSAL DISPLAY CORP \PA\,Q2,2023,2023-08-03,USD / shares,1.04,USD,32139000.0,USD,114426000.0,USD,55787000.0,USD,146565000.0,USD,48843000.0,USD,48843000.0,USD,-835000.0,,,USD,-64824000.0,USD,-16448000.0,USD,1540855000.0,USD,878147000.0,USD,1540855000.0,USD,157566000.0,USD,0.0,USD,662708000.0,USD,202089000.0,USD,505142000.0,USD,1338766000.0,USD,121357000.0,USD,80732000.0,USD,1338766000.0,-48376000.0
0001005284,UNIVERSAL DISPLAY CORP \PA\,Q1,2023,2023-05-03,USD / shares,0.83,USD,32970000.0,USD,97497000.0,USD,52129000.0,USD,130467000.0,USD,42814000.0,USD,42814000.0,USD,2975000.0,,,USD,64864000.0,USD,-23432000.0,USD,1535712000.0,USD,950221000.0,USD,1535712000.0,USD,145281000.0,USD,0.0,USD,585491000.0,USD,236247000.0,USD,440210000.0,USD,1299465000.0,USD,0.0,USD,114957000.0,USD,1299465000.0,88296000.0
0001111928,IPG PHOTONICS CORP,Q2,2023,2023-08-01,USD / shares,1.32,USD,192280000.0,USD,147691000.0,USD,75628000.0,USD,339971000.0,USD,47176000.0,USD,47176000.0,USD,-15145000.0,USD,-7652000.0,USD,51934000.0,USD,-12557000.0,USD,2696417000.0,USD,1924068000.0,USD,2696417000.0,USD,609344000.0,USD,0.0,USD,772349000.0,USD,297867000.0,USD,163005000.0,USD,2398550000.0,USD,69680000.0,USD,228187000.0,USD,2398550000.0,64491000.0
0001111928,IPG PHOTONICS CORP,Q1,2023,2023-05-02,USD / shares,1.26,USD,200236000.0,USD,146938000.0,USD,71512000.0,USD,347174000.0,USD,60527000.0,USD,60527000.0,USD,392000.0,USD,-1098000.0,USD,-177072000.0,USD,-117236000.0,USD,2671156000.0,USD,1915587000.0,USD,2671156000.0,USD,594273000.0,USD,0.0,USD,755569000.0,USD,332631000.0,USD,161296000.0,USD,2338525000.0,USD,0.0,USD,249522000.0,USD,2338525000.0,-59836000.0
0001113232,AXCELIS TECHNOLOGIES INC,Q2,2023,2023-08-03,USD / shares,1.88,USD,154267000.0,USD,119703000.0,USD,55995000.0,USD,273970000.0,USD,60568000.0,USD,60568000.0,USD,-1011000.0,,,USD,-30884000.0,USD,-23410000.0,USD,1121718000.0,USD,950169000.0,USD,1121718000.0,USD,43156000.0,USD,0.0,USD,171549000.0,USD,377681000.0,USD,128393000.0,USD,744037000.0,USD,129221000.0,USD,248460000.0,USD,744037000.0,-7474000.0
0001113232,AXCELIS TECHNOLOGIES INC,Q1,2023,2023-05-05,USD / shares,1.46,USD,150001000.0,USD,104019000.0,USD,52662000.0,USD,254020000.0,USD,47697000.0,USD,47747000.0,USD,50000.0,,,USD,-15160000.0,USD,-16670000.0,USD,1079826000.0,USD,934442000.0,USD,1079826000.0,USD,40970000.0,USD,0.0,USD,145384000.0,USD,378005000.0,USD,104414000.0,USD,701821000.0,USD,0.0,USD,267942000.0,USD,701821000.0,1510000.0
0001280263,AMBARELLA INC,Q1,2024,2023-06-06,USD / shares,-0.91,USD,24623000.0,USD,37519000.0,USD,73061000.0,USD,62142000.0,USD,-35792000.0,USD,-35792000.0,USD,110000.0,,,USD,14200000.0,USD,385000.0,USD,704781000.0,USD,304521000.0,USD,704781000.0,USD,11279000.0,USD,0.0,USD,400260000.0,USD,98590000.0,USD,388981000.0,USD,606191000.0,USD,18441000.0,USD,80149000.0,USD,606191000.0,13815000.0
0000056978,KULICKE & SOFFA INDUSTRIES INC,Q3,2023,2023-08-09,USD / shares,0.07,USD,100899000.0,USD,90018000.0,USD,94506000.0,USD,190917000.0,USD,-113000.0,USD,-113000.0,USD,-113000.0,,,USD,14002000.0,USD,-19447000.0,USD,1508122000.0,USD,1183048000.0,USD,1508122000.0,USD,113567000.0,USD,0.0,USD,325074000.0,USD,338410000.0,USD,211507000.0,USD,1169712000.0,USD,141634000.0,USD,196776000.0,USD,1169712000.0,33449000.0
0000056978,KULICKE & SOFFA INDUSTRIES INC,Q2,2023,2023-05-04,USD / shares,0.27,USD,88929000.0,USD,84092000.0,USD,71463000.0,USD,173021000.0,USD,16845000.0,USD,16845000.0,USD,16845000.0,,,USD,-162144000.0,USD,-16681000.0,USD,1524042000.0,USD,1188873000.0,USD,1524042000.0,USD,110680000.0,USD,0.0,USD,335169000.0,USD,340345000.0,USD,224489000.0,USD,1183697000.0,USD,0.0,USD,195751000.0,USD,1183697000.0,-145463000.0
0000933974,"Azenta, Inc.",Q3,2023,2023-08-09,USD / shares,-0.02,USD,97943000.0,USD,68005000.0,USD,83841000.0,USD,165948000.0,USD,255000.0,USD,255000.0,USD,255000.0,,,USD,59030000.0,USD,-172085000.0,USD,3069416000.0,USD,1510837000.0,USD,3069416000.0,,,USD,0.0,USD,1558579000.0,USD,345916000.0,,,USD,2723500000.0,USD,142289000.0,USD,203627000.0,USD,2723500000.0,231115000.0
0000933974,"Azenta, Inc.",Q2,2023,2023-05-10,USD / shares,-0.07,USD,95165000.0,USD,53236000.0,USD,66213000.0,USD,148401000.0,USD,18277000.0,USD,18277000.0,USD,18277000.0,,,USD,45608000.0,USD,-416000.0,USD,3249814000.0,USD,1585734000.0,USD,3249814000.0,,,USD,0.0,USD,1664080000.0,USD,354587000.0,,,USD,2895227000.0,USD,0.0,USD,212644000.0,USD,2895227000.0,46024000.0
0000021535,COHU INC,Q2,2023,2023-08-04,USD / shares,0.22,,,,,USD,153262000.0,USD,168921000.0,USD,11034000.0,USD,11034000.0,USD,11034000.0,USD,-339000.0,USD,48641000.0,USD,-2639000.0,USD,1188065000.0,USD,722291000.0,USD,1188065000.0,USD,66626000.0,USD,0.0,USD,465774000.0,USD,234672000.0,USD,399148000.0,USD,953393000.0,USD,96270000.0,USD,138402000.0,USD,953393000.0,51280000.0
0000021535,COHU INC,Q1,2023,2023-05-05,USD / shares,0.33,,,,,USD,159494000.0,USD,179371000.0,USD,18688000.0,USD,18688000.0,USD,18688000.0,USD,911000.0,USD,-15692000.0,USD,-47373000.0,USD,1187599000.0,USD,709496000.0,USD,1187599000.0,USD,67208000.0,USD,0.0,USD,478103000.0,USD,-938779000.0,USD,410895000.0,USD,938779000.0,USD,0.0,USD,145028000.0,USD,938779000.0,31681000.0
0001841925,"indie Semiconductor, Inc.",Q2,2023,2023-08-11,USD / shares,-0.09,USD,32127000.0,USD,19981000.0,USD,60706000.0,USD,52108000.0,USD,-9625000.0,USD,-10423000.0,USD,3938000.0,USD,2223000.0,USD,-26738000.0,USD,14659000.0,USD,780841000.0,USD,279516000.0,USD,780841000.0,USD,22390000.0,USD,-1076000.0,USD,501325000.0,USD,395642000.0,USD,478935000.0,USD,386275000.0,USD,291522000.0,USD,104120000.0,USD,385199000.0,-41397000.0
0001841925,"indie Semiconductor, Inc.",Q1,2023,2023-05-15,USD / shares,-0.55,USD,24056000.0,USD,16396000.0,USD,53377000.0,USD,40452000.0,USD,-84171000.0,USD,-74246000.0,USD,0.0,USD,-1034000.0,USD,-114481000.0,USD,21066000.0,USD,793577000.0,USD,290367000.0,USD,793577000.0,USD,21112000.0,USD,-3956000.0,USD,503210000.0,USD,435440000.0,USD,482098000.0,USD,362093000.0,USD,0.0,USD,115024000.0,USD,358137000.0,-135547000.0
0001275014,"Ultra Clean Holdings, Inc.",Q2,2023,2023-08-11,USD / shares,-0.21,USD,353400000.0,USD,68100000.0,USD,55500000.0,USD,421500000.0,USD,-8200000.0,USD,-10400000.0,USD,0.0,,,USD,-3500000.0,USD,-20700000.0,USD,1843700000.0,USD,935400000.0,USD,1843700000.0,USD,306500000.0,USD,56400000.0,USD,908300000.0,USD,937500000.0,USD,601800000.0,USD,849800000.0,USD,643200000.0,USD,294300000.0,USD,906200000.0,17200000.0
0001275014,"Ultra Clean Holdings, Inc.",Q1,2023,2023-05-05,USD / shares,-0.08,USD,360300000.0,USD,73000000.0,USD,60600000.0,USD,433300000.0,USD,-1300000.0,USD,-6500000.0,USD,-1700000.0,,,USD,-35500000.0,USD,-36200000.0,USD,1865900000.0,USD,981200000.0,USD,1865900000.0,USD,289900000.0,USD,54300000.0,USD,884700000.0,USD,940900000.0,USD,594800000.0,USD,870700000.0,USD,0.0,USD,313700000.0,USD,925000000.0,700000.0
